GCVS-Name	RA(2000)	Dec(2000)	PM-RA	PM-RAerr	PM-Dec	PM-Decerr	Epoch	l	b	Type	Period	Outburst	Cluster	Mag. Range	Coord-Ref.	PM-Ref	Type-Ref.	Chart-Ref.	Spect-Ref.	Period-Ref.	Other-Name	IUE	HST	ARIEL5	HEAO1	HEAO2	EXOSAT	ROSAT	GINGA	ASCA	EUVE
EF Tuc,  00 06,  -67 07 43.3,  0.0128,  0.0058,  -0.0047,  0.0058,  2000,  310,  -49,  ug,  145,  ,  ,  12.4I-14.6I,  2004-105,  2004-105,  2002-120,  A9999-99,  2001-56S,  2003-87,  1RXS J0001-6707,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
Cyg,  19 40 08.59,  +38 17 17.,  ,  ,  ,  ,  ,  ,  ,  non-ex,  ,  ,  ,  -,  ,  ,  1994-55*,  ,  ,  ,  NSV 24843,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1432 Aql,  19 41 39.95,  -10 25 25.8,  0,  0.0076,  -4,  8,  2000,  29,  -16,  am,  0.140235,  ,  ,  14.9V-18.0V,  2004-105,  2004-105,  2003-104,  1994-18,  1994-18S,  2003-106,  Aql1,   RX J1940-1025,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  
FY Vul,  19 42 53.0,  +21 45 59.0,  ,  ,  ,  ,  ,  58,  -1,  ugz,  ,  ,  ,  13.4B-15.3B,  ICRS,  ,  1982-03,  1982-03,  1995-18S,  ,  122.1940,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V890 Aql,  19 43 57.,  +01 25 27.,  ,  ,  ,  ,  ,  ,  ,  non-ex,  ,  1946.,  ,  - ,  ,  ,  1987-08*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr1,  19 44 49.56,  -40 26,  ,  ,  ,  ,  ,  359,  -26,  n::,  ,  ,  ,  - ,  C00003,  ,  1987-08,  1987-08:*,  ,  ,  NSV 12329,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1285 Cyg,  19 45 35.27,  +35 59 34.8,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1987-03*,  ,  ,  ,  VV 255,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
LU Vul,  19 46 16.35,  +28 35 29.1,  ,  ,  ,  ,  ,  64,  2,  na,  ,  1968.56,  ,  9.5p-<21p,  C00003,  ,  1987-08,  1987-08:*,  1969-01X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Aql,  19 47 38.0,  -04 44 57.1,  ,  ,  ,  ,  ,  35,  -14,  cv,  ,  ,  ,  19.0B- ,  ICRS,  ,  1998-18,  1998-18,  1998-18S,  ,  RX J1946.2-0444,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
V3885 Sgr,  19 48 00.52,  -42 00 26.4,  0.0304,  0.0012,  -0.0397,  0.0013,  2000,  357,  -28,  ux,  0.20714,  ,  ,  9.6v-10.3V,  2004-105,  2004-105,  1995-41,  ACD,  1985-01S,  2005-109,  CD -42 14462,  Y,  Y,  ,  ,  Y,  Y,  Y,  ,  ,  ,  
LV Vul,  19 48 14.49,  +27 10 19.3,  ,  ,  ,  ,  ,  63,  1,  na,  ,  1968.29,  ,  5.2v-16.6B,  C00002,  ,  1987-08,  1987-08,  1996-14S,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V542 Cyg,  19 49 16.58,  +58 31 59.0,  ,  ,  ,  ,  ,  91,  15,  ugSS:,  ,  ,  ,  13.0p-18.3p,  ICRS,  ,  1987-04/T00000,  1987-04,  1992-06S,  ,  S 3813,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1449 Cyg,  19 49 35.88,  +34 10 48.6,  ,  ,  ,  ,  ,  69,  4,  ugSS,  ,  ,  ,  15.5p-<17.0p,  ICRS,  ,  1987-04/T00000,  1987-04*,  ,  ,  GR 217,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V813 Cyg,  19 50 11.86,  +36 44 40.0,  -14,  6,  6,  2,  2000,  72,  5,  ugSS,  ,  ,  ,  16.0p-<19p,  2003-115,  2003-115,  1987-04/T00000,  1987-04,  ,  ,  VV 65,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1047 Aql,  19 51 43.36,  +10 57 22.2,  -0.0145,  5,  0.0169,  5,  2000,  50,  -8,  UG,  ,  ,  ,  15p-<17.5p,  2004-106,  2004-106,  T00000,  1964-01,  2003-15S,  ,  S 8191,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Cyg,  19 52 02.,  +37 16 47.8,  -0.0037,  0.0058,  -0.0056,  6,  2000,  72,  5,  cv,  492,  ,  ,  15.5B- ,  2004-105,  2004-105,  1998-18,  1998-18,  1998-18S,  2005-117,  RX J1951.7+3716,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
V500 Aql,  19 52 37.75,  +08 28 46.8,  ,  ,  ,  ,  ,  48,  -9,  na,  0.1452,  1943.3,  ,  6.6p-17.8p,  ICRS,  ,  1987-08,  1987-08*,  1943-01X:,  1999-64,  S 3542,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
PQ Aql,  19 53 28.,  +12 59 00.8,  -0.0005,  5,  -0.0039,  5,  2000,  52,  -7,  ug:,  ,  ,  ,  14.8B-<18p,  2004-106,  2004-106,  1998-29,  A9999-99*,  ,  ,  HV 5482,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
EY Cyg,  19 54 37.57,  +32 21 55.1,  0.0081,  0.0054,  0.0078,  0.0054,  2000,  69,  2,  ugSS,  0.459324,  ,  ,  11.4v-15.5v,  2004-105,  2004-105,  1987-04/T00000,  1987-04,  1997-07S,  2004-102,  200.1928,  Y,  Y,  ,  ,  ,  Y,  Y,  ,  Y,  ,  
V1819 Cyg,  19 54 45.72,  +35 42 16.0,  ,  ,  ,  ,  ,  71,  4,  nb,  ,  1986.6,  ,  8.7v-19.6R,  ICRS,  ,  1987-08,  2000-15,  1989-05X,  ,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
V1162 Cyg,  19 55 46.84,  +36 47 11.6,  6,  2,  4,  0,  2000,  72,  4,  NL:,  ,  1948.,  ,  15.8p-<17.6p,  2003-115,  2003-115,  T00000,  1967-08,  ,  ,  VV 176,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr3,  19 56 18.93,  -20 30 54.9,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1999-09*,  ,  ,  ,  NSV 12560/LTT 7873,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V725 Aql,  19 56 48.20,  +10 49 33.3,  -4,  3,  12,  1,  2000,  50,  -9,  ugsu,  0.0944,  ,  ,  13.6v-17.3v,  2003-115,  2003-115,  1999-50,  1995-39,  ,  2001-44,  105.1940,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2306 Cyg,  19 58 24.55,  +32 32 42.2,  0.0101,  0.0055,  0.0046,  0.0059,  2000,  69,  2,  dq,  0.1812,  ,  ,  15.7V- ,  2004-105,  2004-105,  2000-03,  1999-25,  2000-03S,  2002-114,  1WGA J1958.2+3232,  ,  ,  ,  ,  ,  ,  Y,  ,  Y,  ,  
V337 Cyg,  20 00 05.17,  +39 14 02.,  ,  ,  ,  ,  ,  75,  4,  ug,  ,  ,  ,  14.4p-<16.5p,  ICRS,  ,  1996-34,  1996-34*,  ,  ,  101.1928,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V823 Cyg,  20 02 40.12,  +36 07 24.4,  ,  ,  ,  ,  ,  72,  2,  ugsu,  ,  ,  ,  15.0p-<18.5p,  ICRS,  ,  1992-06,  1987-04*,  1992-06S,  ,  VV 66,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1032 Cyg,  20 02 48.87,  +57 16 25.6,  ,  ,  ,  ,  ,  91,  13,  ug,  ,  ,  ,  15.5p-<18.0p,  ICRS,  ,  1987-04,  1987-04,  ,  ,  S 7858,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
RZ Sge,  20 04 18.53,  +17 02 51.4,  -0.0182,  5,  -0.0241,  5,  2000,  56,  -7,  ugsu,  0.06828,  ,  ,  12.2B-17.4B,  2004-106,  2004-106,  1987-20,  1982-03*,  1982-10S,  2003-81,  157.1905,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
V550 Cyg,  20 05 07.69,  +32 21 21.1,  ,  ,  ,  ,  ,  70,  0,  ugsu,  ,  ,  ,  14.2p-<17.0p,  2005-15,  ,  2000-18,  1957-05*,  ,  *,  S 3847,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1363 Cyg,  20 07 09.,  +33 42 37.7,  -0.0124,  0.0055,  0.0042,  0.0054,  2000,  71,  0,  ugZ,  ,  ,  ,  13.0p-<17.6p,  2004-105,  2004-105,  1987-04/T00000,  1987-04,  1992-06S,  ,  VV 279,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
AX Cap,  20 09 06.34,  -17 16 38.1,  -14,  3,  34,  4,  2000,  25,  -25,  ugsu,  ,  ,  ,  16p-21.5V,  2003-115,  2003-115,  2004-52,  1994-34*,  1994-03S,  *,  Cap4,   2006-1725,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
ET Sge,  20 09 19.09,  +17 43 41.0,  ,  ,  ,  ,  ,  58,  -8,  UG:,  ,  ,  ,  16p-<20p,  ICRS,  ,  T00000,  1964-01,  ,  ,  S 8361,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2361 Cyg,  20 09 32.42,  +39 48 52.2,  ,  ,  ,  ,  ,  76,  4,  n,  ,  2005.11,  ,  8.9p-,  2005-18,  ,  2005-19,  A9999-99,  2005-19X:,  ,  Nova Cygni 2005,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1101 Aql,  20 15 14.79,  +15 35 46.8,  ,  ,  ,  ,  ,  56,  56,  ugz/cv:,  0.1442,  ,  ,  14.3V-14.7V,  ICRS,  ,  1982-03/1995-18,  1982-03,  1995-18S,  1998-80,  139.1940,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Cyg,  20 15 36.04,  +36 59 23.5,  ,  ,  ,  ,  ,  75,  1,  cv,  ,  ,  ,  18.3R-,  ICRS,  ,  2001-20,  2001-20,  2001-20S,  ,  MGHT 5,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
Cyg,  20 15 37.00,  +37 04 57.8,  16,  2,  2,  8,  2000,  75,  1,  cv,  ,  ,  ,  18.6R-,  2003-115*,  2003-115,  2001-20,  2001-20,  2001-20S,  ,  MGHT 4,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
Cyg,  20 16 49.,  +37 11 22.6,  ,  ,  ,  ,  ,  75,  1,  cv,  ,  ,  ,  17.5R-,  ICRS,  ,  2001-20,  2001-20,  2001-20S,  ,  MGHT 2,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
V1377 Cyg,  20 16 49.99,  +38 21 08.,  ,  ,  ,  ,  ,  76,  1,  UG:,  ,  ,  ,  17.1p-18.5p,  ICRS,  ,  T00000,  1969-08*,  ,  ,  GR 166,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V Sge,  20 20 37.,  +21 06 10.4,  -0.0027,  0.0006,  -0.0084,  0.0011,  2000,  62,  -9,  nlv,  0.514197,  ,  ,  10.5V-14.5V,  2004-105,  2004-105,  1998-02,  1983-12,  1983-12S,  1999-102,  He 3-1879,  Y,  Y,  ,  ,  Y,  ,  Y,  ,  ,  ,  
Del,  20 21 13.30,  +20 11,  ,  ,  ,  ,  ,  61,  -9,  nl?,  ,  ,  ,  10.5p-11.5p,  1953-01*,  ,  1989-16,  A9999-99*,  ,  ,  NSV 13022,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V4738 Sgr,  20 22 42.26,  -39 54 12.8,  ,  ,  ,  ,  ,  1,  -34,  am,  0.054179,  ,  ,  18.5V-19.5V,  ICRS,  ,  1997-06,  1997-06,  1997-06S,  1997-06,  RX J2022-3954,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
MN Dra,  20 24 03.78,  +64 36 27.0,  ,  ,  ,  ,  ,  99,  15,  ugsu,  0.10424,  ,  ,  15.9R-19.3R,  ICRS,  ,  2002-66,  2002-66,  ,  2003-42,  Antipin V73,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V404 Cyg,  20 24 45.94,  +33 52 03.2,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  1938.,  ,  - ,  ,  ,  1994-53*,  ,  ,  ,  100.1938,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
CM Del,  20 24 59.47,  +17 17 55.1,  0.0084,  5,  5,  5,  2000,  59,  -11,  ug/ux,  162,  ,  ,  13.4v-15.3v,  2004-106,  2004-106,  1992-32/1995-41,  1982-03,  1985-07S,  1985-19,  147.1930,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
Cap,  20 25 20.13,  -22 33 23.1,  0.01,  2,  -8,  5,  2000,  21,  -30,  cv:,  ,  ,  ,  16.4V-,  2003-115,  2003-115,  1999-57,  A9999-99,  1999-57S,  ,  EC 20220-2243,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
EZ Del,  20 26 08.76,  +15 45 57.9,  ,  ,  ,  ,  ,  58,  -12,  ug,  0.2234,  ,  ,  14.5p-16.5p,  ICRS,  ,  1982-03,  1997-28*,  2004-01S,  2004-01,  S 4505,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V374 Vul,  20 26 22.16,  +28 09 39.2,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  1987.87,  ,  - ,  ,  ,  1999-09*,  ,  ,  ,  LD 171,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
QU Vul,  20 26 47.,  +27 50 43.2,  ,  ,  ,  ,  ,  69,  -6,  na,  0.111765,  1984.99,  ,  5.6v-17.5R,  ICRS,  ,  1987-08,  1987-08,  1995-09X,  1995-09,  ,  Y,  Y,  ,  ,  ,  Y,  Y,  ,  ,  ,  
V503 Cyg,  20 28 23.32,  +43 41 22.7,  -0.02,  2,  -46,  1,  2000,  82,  3,  ugsu,  0.0777,  ,  ,  13.4V-17.6V,  2003-115,  2003-115,  1995-41,  1987-04,  1992-06S,  1999-97,  S 4524,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
V1974 Cyg,  20 31 09.57,  +52 37 50.8,  ,  ,  ,  ,  ,  89,  8,  na,  0.08126,  1992.14,  ,  4.2v-16.1V,  ICRS,  ,  1993-13,  2000-15,  1993-13X,  2002-126,  ,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  Y,  
IS Del,  20 33 10.59,  +16 23 09.1,  -14,  1,  -12,  4,  2000,  60,  -13,  ug,  ,  ,  ,  15p-<17.5p,  2003-115,  2003-115,  1993-24,  1982-03,  2003-15S,  ,  S 10699,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
TU Ind,  20 33 37.08,  -45 26 00.5,  8,  14,  0.01,  1,  2000,  355,  -36,  ug,  ,  ,  ,  12.9B-18.1V,  2003-115,  2003-115,  1982-03,  1982-03,  1995-07S,  ,  S 6749,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
TT Ind,  20 34 14.51,  -56 33 44.6,  ,  ,  ,  ,  ,  341,  -36,  ugz,  ,  ,  ,  12.9V-18.3V,  ICRS,  ,  1982-03,  1982-03,  1995-07S,  ,  S 6899,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Cyg1,  20 36 06.39,  +50 48 05.9,  ,  ,  ,  ,  ,  88,  6,  cv:,  ,  ,  ,  14.8V- ,  ICRS,  ,  1986-03,  1986-03,  1986-03S,  ,  NSV 25181,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1052 Cyg,  20 36 54.64,  +54 31 42.5,  0.0019,  5,  0.0097,  5,  2000,  91,  8,  UGSS,  ,  ,  ,  15.8p-<17.5p,  2004-106,  2004-106,  T00000,  1963-02,  1999-08S,  ,  S 7916,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
HO Del,  20 37 17.68,  +14 03 09.3,  ,  ,  ,  ,  ,  58,  -16,  ugsu,  0.0627,  ,  ,  13.6p-<17.2p,  ICRS,  ,  1994-39,  1991-15,  1998-03S,  2003-81,  S 10066,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
HR Del,  20 43 17.,  +19 09 39.3,  -2,  1,  -0.0101,  1,  2000,  63,  -14,  nb,  0.214165,  1967.,  ,  3.5v-12.3B,  2004-105,  2004-105,  1987-08,  1987-08,  1996-14S,  1988-25,  ,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
Aqr,  20 44 53.64,  -04 59 28.8,  0.00283,  0.0039,  -0.00223,  0.00389,  2000738,  42,  -27,  cv,  1.68,  ,  ,  16.9s-,  2006-22,  2006-22,  2003-22,  A9999-99,  2003-22S,  2005-117,  SDSS J204448-045929,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V751 Cyg,  20 52 44.83,  +44 19 26.1,  -0.0114,  0.0052,  -0.0012,  0.0052,  2000,  85,  0,  vy,  0.144464,  ,  ,  13.2V-16.V,  2004-105,  2004-105,  1995-41,  1958-02,  1995-18S,  2001-01,  SVS 1202,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
V1330 Cyg,  20 55 00.56,  +35 59 27.4,  ,  ,  ,  ,  ,  78,  -5,  na,  ,  1970.,  ,  9p-18.5B,  ICRS,  ,  1987-08,  1987-08*,  1974-01X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1711 Cyg,  20 55 52.86,  +44 55 31.7,  ,  ,  ,  ,  ,  86,  0,  UG:,  ,  ,  ,  15.0p-<17.5p,  ICRS,  ,  T00000,  1976-01,  ,  ,  SVS 2277,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
UY Vul,  20 56,  +26 40 51.3,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1990-27*,  ,  ,  ,  150.1904,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Mic,  20 56 45.98,  -30 14,  ,  ,  ,  ,  ,  15,  -39,  cv,  73,  ,  ,  -,  2005-10,  ,  2005-10,  ,  ,  2005-10,  CTCV J2056-3014,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
VW Vul,  20 58 47.39,  +25 30 25.7,  -0.0022,  0.0057,  -0.0048,  0.0056,  2000,  71,  -13,  ugsu,  0.1687,  ,  ,  13.6V-15.6V,  2004-105,  2004-105,  1987-21,  1982-03,  1985-07S,  1998-72,  153.1904,  Y,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
Aqr,  21 01 31.26,  +00 44 46.0,  0.00094,  0.0039,  -0.00777,  0.00389,  2001786,  50,  -26,  ugsu,  79,  ,  ,  18.8s-,  2006-22,  2006-22,  2005-13,  A9999-99,  2005-13S,  2004-45,  SDSS J210014+004446,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Equ,  21 02 09.85,  +10 52 51.5,  ,  ,  ,  ,  ,  59,  -23,  nl,  ,  ,  ,  18.1s-,  2003-22,  ,  2003-22,  A9999-99,  2003-22S,  ,  SDSS J210131+105252,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V407 Cyg,  21 02 41.09,  +45 46 33.0,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1987-08*,  ,  ,  ,  AS 453,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2275 Cyg,  21 03 06.61,  +48 45 52.9,  ,  ,  ,  ,  ,  89,  1,  na,  0.3145,  2001.63,  ,  6.7V-18.4V,  2001-57,  ,  2001-57,  2004-17,  2002-12X,  2005-02,  N Cyg 2001 No. 2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
AO Oct,  21 06 19.,  -75 21 02.5,  ,  ,  ,  ,  ,  318,  -34,  ugsu,  0.06535,  ,  ,  15.3V-21V,  ICRS,  ,  2004-10,  1982-03,  2003-15S,  2004-10,  S 7103,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
EV Aqr,  21 07 42.18,  +00 51 48.,  ,  ,  ,  ,  ,  51,  -29,  UGZ:,  ,  ,  ,  12.1p-<14.2p,  C00001,  ,  T00000,  1991-15*,  ,  ,  SVS 615,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
HU Aqr,  21 08 12.17,  -05 17 40.1,  -0.06,  22,  -54,  2,  2000,  45,  -33,  am,  0.08682,  ,  ,  15.3B-19.8V,  2003-115,  2003-115,  1995-41,  1993-26,  1993-08S,  2001-113,  RX J2107.9-0518,  ,  Y,  ,  ,  ,  ,  Y,  ,  Y,  Y,  
Cyg,  21 10 59.03,  +39 05 35.1,  -0.0112,  5,  0.0003,  5,  2000,  83,  -6,  cv:,  ,  ,  ,  15.1c-17.9c,  2004-106,  2004-106,  2002-21,  2000-42,  2002-21S,  ,  Lanning 386,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Equ,  21 18 55.43,  +11 34 07.5,  ,  ,  ,  ,  ,  62,  -25,  cv,  ,  ,  ,  15.3s-,  2004-45,  ,  2004-45,  A9999-99,  2004-45S,  ,  SDSS J211605+113407,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Ind,  21 21 46.,  -54 04 34.7,  -0.0019,  0.0033,  -0.0046,  0.0031,  2000,  343,  -43,  nl,  0.1545,  ,  ,  13.7V-,  2004-105,  2004-105,  2003-24,  A9999-99,  ,  2003-24,  EC 21178-5417,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
CV Aqr,  21 23 13.,  -14 17 39.,  ,  ,  ,  ,  ,  ,  ,  non-ex,  ,  ,  ,  -,  ,  ,  2000-102*,  ,  ,  ,  HV 6262,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2069 Cyg,  21 28 35.08,  +42 18 01.8,  0.0047,  5,  -0.0037,  5,  2000,  87,  -6,  cv/dq:,  0.31168,  ,  ,  16.0V- ,  2004-106,  2004-106,  1996-09,  1996-09,  1996-09S,  2001-43,  Cyg6,   RX J2123.7+421,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  
CH Gru,  21 29 18.78,  -42 32 31.3,  ,  ,  ,  ,  ,  359,  -46,  n:,  ,  ,  ,  18.3B-19.8B,  ICRS,  ,  1983-13,  1981-14,  1983-13S,  ,  Gru4,   Hawkins V5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1075 Cyg,  21 29 57.34,  +42 19 11.2,  4,  0,  0,  3,  2000,  88,  -6,  UGSS,  ,  ,  ,  16.4p-<18p,  2003-115,  2003-115,  T00000,  1964-01*,  ,  ,  S 8393,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Peg,  21 29 58.32,  +12 10 43.7,  ,  ,  ,  ,  ,  65,  -27,  ug,  ,  ,  G,  20.2U-,  2005-16,  ,  2005-16,  2005-16,  ,  ,  NGC 7078 C,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
Peg,  21 29 58.32,  +12 10 01.3,  ,  ,  ,  ,  ,  65,  -27,  ug,  ,  ,  G,  17.6U-<22.5U,  ICRS*,  ,  2004-59,  2002-04,  ,  ,  NGC 7078 CCZ-V1,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
Peg,  21 30 18.49,  +12 10 12.5,  ,  ,  ,  ,  ,  65,  -27,  ug:,  ,  ,  G,  21.8U-,  2005-16,  ,  2005-16*,  2005-16,  ,  ,  NGC 7078 B,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
Cyg,  21 34 06.10,  +51 07 24.5,  ,  ,  ,  ,  ,  94,  -1,  dq,  0.2997,  ,  ,  15.8B- ,  ICRS*,  ,  2006-02,  1998-18,  1998-18S,  2006-02,  RX J2133.7+5107,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
Cap3,  21 34 15.88,  -18 51 46.3,  -16,  9,  -14,  3,  2000,  32,  -46,  nl?,  ,  ,  ,  18.0p-19.0p,  2003-115,  2003-115,  1989-16,  1959-02,  ,  ,  NSV 13783,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
CE Gru,  21 39 58.4,  -43 42 13.6,  ,  ,  ,  ,  ,  357,  -48,  am,  0.0754,  ,  ,  18.0B-20.7B,  ICRS,  ,  1995-41,  1981-14,  1983-13S,  1988-28,  Gru2,   Hawkins V1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Cap2,  21 40 16.89,  -23 11 44.,  ,  ,  ,  ,  ,  27,  -47,  ug,  ,  ,  G,  16.4v-19.1V,  ICRS,  ,  1983-11,  1983-11*,  1983-11S,  ,  NGC 7099 V4,   NSV 257,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
SS Cyg,  21 42 57.00,  +43 35 09.9,  0.1101,  0.0021,  0.03,  0.0019,  2000,  91,  -7,  ugss,  0.27513,  ,  ,  8.2v-12.1v,  2004-105,  2004-105,  1983-12,  1983-12,  1983-12S,  1990-35,  BD +42 4189a,  Y,  Y,  Y,  Y,  Y,  Y,  ,  Y,  Y,  Y,  
V1760 Cyg,  21 42 58.96,  +31 27 31.4,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1987-08*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Cyg,  21 43 32.94,  +31 34 42.7,  -6,  1,  -2,  3,  2000,  82,  -16,  UG:,  ,  ,  ,  12.8V-<17.0V,  2003-115,  2003-115,  T00002,  1980-07,  ,  ,  NSV 25747,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Cyg,  21 43 54.60,  +46 12 22.2,  ,  ,  ,  ,  ,  92,  -5,  ug,  ,  ,  ,  15.6c-<19.0c,  2005-84,  ,  2005-85,  A9999-99,  2005-85X:,  ,  Var. near UGC 11800,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Peg,  21 44 03.78,  +12 44 57.8,  0.0003,  0.0039,  -0.00054,  0.00389,  2001712,  68,  -30,  nl/ug,  ,  ,  ,  16.2s-,  2006-22,  2006-22,  2005-32,  A9999-99,  2005-32S,  ,  SDSS J214354+124458,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2209 Cyg,  21 44 17.70,  +44 39 02.2,  0.01,  3,  -12,  3,  2000,  91,  -6,  ug:,  ,  ,  ,  15.3B-<17.5B,  2003-115,  2003-115,  1999-20,  1999-20,  ,  ,  Antipin V66,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1089 Cyg,  21 48 50.,  +47 54 49.8,  ,  ,  ,  ,  ,  94,  -4,  UGSS,  ,  ,  ,  15.0p-18.5p,  ICRS,  ,  T00000,  1964-01,  1999-08S,  ,  S 8411,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Aqr,  21 51 43.23,  -02 06 22.2,  ,  ,  ,  ,  ,  55,  -40,  cv,  ,  ,  ,  16.8c-<18.9c,  2005-88,  ,  2005-88,  A9999-99*,  ,  ,  ROTSE3 J214850,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
