GCVS-Name	RA(2000)	Dec(2000)	PM-RA	PM-RAerr	PM-Dec	PM-Decerr	Epoch	l	b	Type	Period	Outburst	Cluster	Mag. Range	Coord-Ref.	PM-Ref	Type-Ref.	Chart-Ref.	Spect-Ref.	Period-Ref.	Other-Name	IUE	HST	ARIEL5	HEAO1	HEAO2	EXOSAT	ROSAT	GINGA	ASCA	EUVE
EF Tuc,  00 06,  -67 07 43.3,  0.0128,  0.0058,  -0.0047,  0.0058,  2000,  310,  -49,  ug,  145,  ,  ,  12.4I-14.6I,  2004-105,  2004-105,  2002-120,  A9999-99,  2001-56S,  2003-87,  1RXS J0001-6707,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
V2383 Sgr,  18 42 50.25,  -19 01 36.9,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  T00000*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1709 Sgr,  18 42 59.85,  -19 47 47.8,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  T00000*,  ,  ,  ,  HV 12404,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
BD Pav,  18 43 22.58,  -57 30 44.9,  19,  5,  -0.0241,  0.0052,  2000,  338,  -22,  ug,  0.179301,  1934.,  ,  12.4V-<16.5V,  2004-105,  2004-105,  1987-08,  1987-08,  1996-01S,  1988-19,  HV 10031,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
V492 Lyr,  18 43 42.60,  +40 39 55.2,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1999-09*,  ,  ,  ,  LHS 3406,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V827 Her,  18 43 47.17,  +15 19 19.0,  ,  ,  ,  ,  ,  46,  9,  na,  ,  1987.08,  ,  7.5v-18.1V,  ICRS,  ,  1986-10,  1987-11,  1994-22X,  ,  ,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
V2032 Sgr,  18 43 48.82,  -27 34 01.1,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  T00000*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
AY Lyr,  18 44 36.,  +37 59 52.0,  -0.0092,  0.0051,  0.0056,  0.0051,  2000,  67,  17,  ugsu,  ,  ,  ,  12.3V-18.0V,  2004-105,  2004-105,  1987-20,  1987-04,  1987-05S,  *,  330.1928,  Y,  ,  ,  ,  ,  Y,  Y,  ,  ,  ,  
V347 Pav,  18 45 12.51,  -74 18 34.1,  ,  ,  ,  ,  ,  320,  -26,  am,  0.062553,  ,  ,  15.2V-17.6V,  ICRS,  ,  1993-09,  1993-09,  1993-09S,  1996-65,  RE J1844-741,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  Y,  
Aql2,  18 45 20.46,  -02 58 35.0,  5,  0.0075,  -0.0061,  0.0075,  2000,  30,  0,  UG:,  ,  ,  ,  13v-<14v,  2004-105,  2004-105,  T00001,  1951-04*,  ,  ,  NSV 11297,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2038 Sgr,  18 45 43.55,  -26 27 47.4,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1996-01*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V368 Sct,  18 45 48.39,  -08 33 01.2,  ,  ,  ,  ,  ,  25,  -3,  na,  ,  1970.58,  ,  6.9v-19.0p,  ICRS,  ,  1987-08,  1987-08,  1974-01X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V838 Her,  18 46 51.1,  +12 14 02.0,  ,  ,  ,  ,  ,  43,  7,  na,  0.297635,  1991.23,  ,  5.4V-15.4B,  ICRS,  ,  1995-41,  1994-02*,  1992-10X,  1992-10,  ,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
Dra,  18 47 09.91,  +55 38 29.1,  12,  5,  18,  2,  2000,  85,  23,  am,  0.089387,  ,  ,  17.2R-20.0R,  2003-115,  2003-115,  2002-73,  2002-73,  2002-73S,  2002-73,  RX J1846.9+5538,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
V444 Sct,  18 48 00.49,  -08 20 53.6,  ,  ,  ,  ,  ,  25,  -3,  na,  ,  1991.66,  ,  10.5v-20r,  1991-19,  ,  1991-19,  A9999-99*,  ,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V603 Aql,  18 49 37.62,  +00 35 02.9,  0.0104,  1,  -0.0079,  0.0009,  2000,  33,  0,  na/dq::,  0.1385,  1918.4,  ,  -1.1v-11.8B,  2004-105,  2004-105,  1987-08/1994-46,  1987-08,  1983-12S,  2000-60,  HD 174107,  Y,  Y,  ,  ,  Y,  Y,  Y,  ,  Y,  ,  
V475 Sct,  18 49 38.95,  -09 33 50.3,  ,  ,  ,  ,  ,  24,  -4,  n:,  ,  2003.65,  ,  8.9V-,  2003-61,  ,  2003-62,  A9999-99*,  2003-62X,  ,  N Sct 2003,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V443 Sct,  18 50 36.70,  -06 11 15.9,  ,  ,  ,  ,  ,  27,  -2,  n,  ,  1989.72,  ,  8.5p-<20p,  1989-11*,  ,  1991-10,  1990-15:*,  1991-10X,  ,  ,  Y,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
CY Lyr,  18 53 03.6,  +26 45 31.5,  0.0027,  0.0051,  0.0001,  0.0051,  2000,  57,  11,  ug,  0.1591,  ,  ,  13.2p-17.0p,  2004-105,  2004-105,  1985-07,  1982-03,  1985-07S,  1998-72,  237.1929,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sct,  18 53 03.89,  -08 37 24.,  0.00162,  0.00063,  -0.00052,  0.00088,  1997356,  25,  -4,  ug:,  ,  ,  G,  18.3V- ,  ICRS,  1988-11,  1966-06*,  1966-05*,  ,  ,  NGC 6712 V9,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sct,  18 53 10.,  -08 42 27.2,  ,  ,  ,  ,  ,  25,  -4,  cv:,  ,  ,  G,  19.5V-,  ICRS,  ,  2000-54*,  2000-54,  ,  ,  NGC 6712 10261,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
Lyr,  18 53 25.05,  +35 47,  ,  ,  ,  ,  ,  66,  15,  N:,  ,  1923.,  ,  13p-<16p,  1923-02,  ,  T00001,  1957-01*,  ,  ,  NSV 11494,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
HR Lyr,  18 54 06.41,  +29 13 37.8,  -0.0031,  5,  -0.0061,  5,  2000,  60,  12,  na,  ,  1919.93,  ,  6.5p-15.8p,  2004-106,  2004-106,  1987-08,  1987-08,  1983-12S,  ,  HD 175268,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Dra,  18 54 40.32,  +48 55 18.5,  ,  ,  ,  ,  ,  79,  20,  cv:,  ,  ,  ,  19.4c-,  2002-84,  ,  2002-84,  2002-84,  ,  ,  Var near UGC 11376,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1223 Sgr,  18 55 02.45,  -31 09 49.6,  0.0022,  3,  -0.0237,  0.0029,  2000,  5,  -14,  dq,  0.140244,  ,  ,  12.3V-<16.8V,  2004-105,  2004-105,  1988-13,  1981-08,  1981-08S,  1987-25,  3A 1851-312,  Y,  Y,  Y,  Y,  ,  Y,  Y,  ,  Y,  ,  
Sgr,  18 55 02.66,  -30 28 57.5,  ,  ,  ,  ,  ,  6,  -14,  am/dq:,  ,  ,  G,  -,  2006-01,  ,  2006-01*,  ,  ,  ,  NGC 6715-CX4,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 55 02.76,  -30 28 41.5,  ,  ,  ,  ,  ,  6,  -14,  am/dq:,  ,  ,  G,  -,  2006-01,  ,  2006-01*,  ,  ,  ,  NGC 6715-CX7,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 55 02.96,  -30 28 53.0,  ,  ,  ,  ,  ,  6,  -14,  am/dq:,  ,  ,  G,  -,  2006-01,  ,  2006-01*,  ,  ,  ,  NGC 6715-CX6,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 55 03.48,  -30 28 45.0,  ,  ,  ,  ,  ,  6,  -14,  am/dq:,  ,  ,  G,  -,  2006-01,  ,  2006-01*,  ,  ,  ,  NGC 6715-CX1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 55 03.65,  -30 28 47.4,  ,  ,  ,  ,  ,  6,  -14,  am/dq:,  ,  ,  G,  -,  2006-01,  ,  2006-01*,  ,  ,  ,  NGC 6715-CX2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  18 55 03.89,  -30 28 41.1,  ,  ,  ,  ,  ,  6,  -14,  am/dq:,  ,  ,  G,  -,  2006-01,  ,  2006-01*,  ,  ,  ,  NGC 6715-CX5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V373 Sct,  18 56 02.03,  -07 43 05.5,  ,  ,  ,  ,  ,  27,  -4,  na/dq,  ,  1975.36,  ,  7.1v-18.8B,  C00002,  ,  2004-92,  1987-08,  1996-14S,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
EL Aql,  18 56 13.17,  -03 19 20.6,  16,  16,  -24,  7,  2000,  30,  -2,  na,  ,  1927.45,  ,  6.4p-20p,  2003-115,  2003-115,  1987-08,  1927-03*,  1928-01X:,  ,  60.1927,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
EU Sct,  18 56 32.40,  -04 12 33.4,  2,  6,  -44,  1,  2000,  30,  -3,  na,  ,  1949.59,  ,  8.4p-18p,  2003-115,  2003-115,  1987-08,  1987-08*,  1950-01X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V800 Aql,  18 56 34.97,  +10 48 42.4,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1994-26*,  ,  ,  ,  S 4376,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V446 Her,  18 58 16.93,  +13 14 28.4,  ,  ,  ,  ,  ,  45,  5,  na,  207,  1960.,  ,  3.0p-17.8B,  ICRS,  ,  1987-08,  1998-32*,  1995-08S,  2000-77,  ,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
V4743 Sgr,  19 01 31.49,  -22 00 06.2,  ,  ,  ,  ,  ,  14,  -12,  na,  281,  2002.72,  ,  5.0V-16.8V,  2002-79,  ,  2002-78,  A9999-99*,  2002-78X:,  2003-86,  N Sgr 2002 No. 3,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1059 Sgr,  19 01 59.5,  -13 09 42.5,  ,  ,  ,  ,  ,  22,  -8,  na,  ,  1898.,  ,  4.9p-18.1B,  C00002,  ,  1987-08,  1987-08*,  1986-08S,  ,  HD 176654,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Aql,  19 02 06.39,  +13 52 30.,  ,  ,  ,  ,  ,  46,  4,  ug:,  ,  ,  ,  10.6p-17.p,  C00005,  ,  1985-09*,  1987-14*,  ,  ,  NSV 24663,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V604 Aql,  19 02 14.84,  -04 26 43.7,  18,  1,  -12,  6,  2000,  30,  -4,  na,  ,  1905.63,  ,  8.2p-21p,  2003-115,  2003-115,  1987-08,  1994-51,  1906-01X:,  ,  HD 176779,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Aql,  19 02 56.7,  +13 03 03.2,  ,  ,  ,  ,  ,  46,  4,  n,  ,  1985.55,  ,  10.6p-,  2002-27,  ,  2002-27,  2002-27*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Aql,  19 03 35.09,  +15 09 41.,  ,  ,  ,  ,  ,  48,  4,  ug:,  ,  ,  ,  10.5p-13.p,  C00005,  ,  1985-09*,  1987-14*,  ,  ,  NSV 24667,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
CM Aql,  19 04 40.29,  -03 03 15.0,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  T00000*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
QV Vul,  19 05 00.13,  +21 46 14.1,  ,  ,  ,  ,  ,  54,  7,  na,  ,  1987,  ,  7.0v-17.7R,  ICRS,  ,  1987-27,  2000-15,  1994-14X,  ,  ,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
V1440 Aql,  19 05 12.50,  -07 08 30.8,  0.0007,  0.0011,  -0.0006,  0.0011,  2000,  28,  -6,  nl:+ell,  ,  ,  ,  8.6V-,  2000-110,  2000-110,  1999-32,  AHD,  ,  ,  HIP 93724,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1425 Aql,  19 05 36.7,  -01 42 14.2,  ,  ,  ,  ,  ,  33,  -4,  na/dq,  0.2558,  1995.10,  ,  7.5v-<19V,  ICRS,  ,  1995-02/1996-40,  1998-77*,  1995-02X:,  1998-68,  ,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
V1082 Sgr,  19 07 28.42,  -20 46 50.3,  -0.0036,  5,  0.0018,  5,  2000,  16,  -13,  vy,  ,  ,  ,  14.2p-15.5p,  2004-106,  2004-106,  1988-09,  1998-21,  1988-09S,  ,  vG 237,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1493 Aql,  19 07 39.79,  +12 31 26.7,  ,  ,  ,  ,  ,  46,  2,  na,  156,  1999.53,  ,  10.4V-<21.V,  1999-26,  ,  1999-40,  1999-59*,  1999-10X:,  2000-69,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V841 Aql,  19 08 03.89,  +10 29 43.7,  ,  ,  ,  ,  ,  44,  1,  n,  ,  1951.,  ,  11.5p-<17.5p,  C00002,  ,  1987-08,  1987-08*,  1999-09S*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V415 Lyr,  19 08 46.38,  +31 23 55.5,  ,  ,  ,  ,  ,  63,  10,  ug:,  ,  ,  ,  14.8p-<17.0p,  ICRS,  ,  1987-04,  1987-04,  1992-06S,  ,  SVS 1640,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V419 Lyr,  19 10 26.33,  +29 06 14.3,  -36,  7,  -4,  5,  2000,  61,  9,  ugsu,  ,  ,  ,  14.4p-<17.5p,  2003-115,  2003-115,  1998-43,  1970-02*,  ,  *,  SVS 1584,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V452 Lyr,  19 10 40.24,  +43 28 55.0,  ,  ,  ,  ,  ,  74,  15,  UG:,  ,  ,  ,  17.6p-<18.5p,  ICRS,  ,  T00000,  1972-03,  ,  ,  GR 252,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Pav,  19 10 40.49,  -59 58 42.3,  ,  ,  ,  ,  ,  336,  -26,  cv,  ,  ,  G,  21.3B-,  ICRS,  ,  2002-03,  2002-03,  ,  ,  NGC 6752-CX3,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
Pav,  19 10 51.29,  -59 59 12.8,  ,  ,  ,  ,  ,  336,  -26,  cv,  ,  ,  G,  19.5V-,  ICRS,  ,  2002-03,  2002-03,  ,  ,  NGC 6752-CX1,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
Pav,  19 10 51.37,  -59 59 05.9,  ,  ,  ,  ,  ,  336,  -26,  cv:,  ,  ,  G,  19.0V-,  ICRS,  ,  2002-03*,  2002-03,  ,  ,  NGC 6752-CX5,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
Pav,  19 10 52.4,  -59 58 01.5,  ,  ,  ,  ,  ,  336,  -26,  cv:,  ,  ,  G,  20.6V- ,  ICRS,  ,  1996-12,  1996-12,  ,  *,  NGC 6752-CV1,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
Pav,  19 10 54.83,  -59 59 06.,  ,  ,  ,  ,  ,  336,  -26,  cv:,  ,  ,  G,  21.7B-,  2002-03,  ,  2002-03*,  2002-03*,  ,  ,  NGC 6752-CX11,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
Pav,  19 10 56.04,  -59 59 15.0,  ,  ,  ,  ,  ,  336,  -26,  cv,  ,  ,  G,  19.9V-,  ICRS,  ,  2002-03,  2002-03,  ,  ,  NGC 6752-CX10,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
Pav,  19 10 56.35,  -59 57 47.2,  ,  ,  ,  ,  ,  337,  -26,  cv:,  ,  ,  G,  22.0V-,  ICRS,  ,  2002-03V,  2002-03,  ,  ,  NGC 6752-CX15,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
V584 Lyr,  19 11 16.3,  +28 56 38.9,  -4,  3,  6,  2,  2000,  61,  9,  ug,  0.1429,  ,  ,  15.7V-<18.5V,  2003-115,  2003-115,  2000-11,  2000-11,  2000-11S,  2000-11,  RX J191059.6+285639,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
V363 Sgr,  19 11 55.,  -29 50 00.,  ,  ,  ,  ,  ,  8,  -17,  na,  ,  1927.59,  ,  8.8p-20j,  C00003,  ,  1987-08,  1987-08:*,  1987-08X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V369 Lyr,  19 13 06.80,  +32 12 07.,  ,  ,  ,  ,  ,  64,  10,  NA,  ,  1960.62,  ,  15.2p-<20p,  C00001,  ,  T00000,  1968-05*,  ,  ,  SVS 1512,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1419 Aql,  19 13 33.75,  +01 34 23.3,  ,  ,  ,  ,  ,  37,  -4,  na,  ,  1993.37,  ,  7.6p-<22r,  1993-17,  ,  1993-07,  1998-77,  1993-07X,  ,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
V407 Vul,  19 15 54.72,  +24 56 43.3,  ,  ,  ,  ,  ,  58,  6,  dq:,  0.00659,  ,  ,  19.7V- ,  ICRS,  ,  1996-28*,  2000-101*,  2002-25S,  2004-99,  RX J1914+2456,  ,  ,  ,  ,  ,  ,  Y,  ,  Y,  ,  
V344 Pav,  19 16 35.35,  -62 35 53.1,  ,  ,  ,  ,  ,  334,  -27,  ugsu,  ,  ,  ,  14.5p-20j,  ICRS,  ,  2004-72,  A9999-99*,  2003-15S,  *,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V729 Sgr,  19 17 13.71,  -26 14 33.7,  -13,  0.0059,  -0.0004,  1,  1991.25,  12,  -17,  ug,  0.173406,  ,  ,  14.1p-15.5p,  2004-109,  2004-109,  1988-09,  1998-21,  1988-09S,  2000-63,  vG 31,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V587 Lyr,  19 17 55.20,  +37 10 40.8,  -0.0073,  0.0054,  -0.0023,  0.0054,  2000,  69,  11,  ug,  ,  ,  ,  14.3p-<17.1p,  2004-105,  2004-105,  2001-18,  2001-18,  ,  *,  TK 5,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1301 Aql,  19 18 20.44,  +04 47 18.3,  ,  ,  ,  ,  ,  40,  -3,  na,  ,  1975.42,  ,  10.3v-21p,  C00002,  ,  1987-08,  1987-08,  1975-03X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V605 Aql,  19 18 41.88,  +01 46 59.5,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  -,  ,  ,  1997-40*,  ,  ,  ,  7.1920,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1336 Aql,  19 19 19.12,  -05 14 11.4,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  -,  ,  ,  2002-72*,  ,  ,  ,  SVS 2270,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
CZ Aql,  19 20 24.3,  -07 10 55.3,  -0.0082,  0.0075,  -0.0079,  0.0074,  2000,  30,  -10,  ug,  ,  ,  ,  13.p-15.p,  2004-105,  2004-105,  1988-09,  1998-21,  1988-09S,  ,  47.1925,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V523 Lyr,  19 22 42.07,  +37 47 56.8,  26,  6,  8,  6,  2000,  70,  11,  vy/ugz,  ,  ,  O,  17.7V-20.2V,  2003-115,  2003-115,  2003-51*,  1992-27,  1997-32S,  ,  NGC 6791 B7,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1113 Cyg,  19 23 00.98,  +52 43 59.1,  ,  ,  ,  ,  ,  84,  16,  ugsu,  ,  ,  ,  14.0V-19.3V,  ICRS,  ,  1996-31,  1987-04,  1999-08S,  *,  S 9382,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1494 Aql,  19 23 21.10,  +04 57 19.0,  -0.0057,  5,  -0.0179,  5,  2000,  41,  -5,  n,  0.134614,  1999.92,  ,  4.0V-<16.0V,  2004-106,  2004-106,  1999-42,  2003-65*,  2000-05X,  2004-96,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1370 Aql,  19 23 53.57,  +02 29 26.1,  ,  ,  ,  ,  ,  39,  -6,  n,  ,  1982.07,  ,  6 -19.5p,  C00002,  ,  1987-08,  1987-08,  1996-14S,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
BF Cyg,  19 24 36.43,  +29 40 29.1,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  T00000*,  ,  ,  ,  He 3-1747,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
KL Dra,  19 24 44.52,  +59 41 46.,  ,  ,  ,  ,  ,  91,  19,  ibwd,  0.015993,  ,  ,  16.8c-<19c,  ICRS,  ,  1998-11,  1998-82,  1998-11X:,  2002-106,  SN 1998di,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1229 Aql,  19 25 31.8,  +04 14 47.4,  ,  ,  ,  ,  ,  41,  -5,  na,  ,  1970.29,  ,  6.7v-19.4p,  C00002,  ,  1987-08,  1987-08*,  1974-01X:,  ,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
V2176 Cyg,  19 27 25.40,  +54 17 50.9,  18,  2,  -14,  1,  2000,  86,  17,  ugwz,  ,  ,  ,  13.3R-19.9R,  2003-115,  2003-115,  2001-112,  1998-39,  1998-20X,  *,  BAO 01,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1233 Aql,  19 27 56.46,  +02 23 03.5,  4,  1,  -2,  0,  2000,  39,  -6,  UG,  ,  ,  ,  15.5p-20p,  2003-115,  2003-115,  T00000,  1969-05,  2003-15S,  ,  S 10574,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1504 Cyg,  19 29 04.5,  +43 05 37.3,  0,  1,  14,  3,  2000,  76,  11,  ugsu,  0.06951,  ,  ,  13.5p-17.4p,  2003-115,  2003-115,  1997-21,  1978-04,  1997-07S,  1997-38,  SVS 710,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V868 Cyg,  19 29 14.72,  +28 54 26.,  ,  ,  ,  ,  ,  63,  5,  ugZ,  ,  ,  ,  14.3p-<17.8p,  ICRS*,  ,  1987-04/T00000,  1987-04,  1999-08S,  ,  VV 137,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
NQ Vul,  19 29 49.0,  +20 27 59.3,  ,  ,  ,  ,  ,  55,  1,  na,  ,  1976.81,  ,  6.0v-18.3B,  ICRS,  ,  1987-08,  1987-08,  1996-14S,  ,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
WY Sge,  19 33 06.2,  +17 44 54.7,  ,  ,  ,  ,  ,  53,  -1,  n,  0.153635,  1783.,  ,  5.4B-20.7B,  ICRS,  ,  1987-08,  1987-08,  1983-16S,  1996-69,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V793 Cyg,  19 33 39.96,  +33 15 37.,  ,  ,  ,  ,  ,  67,  6,  ugSS,  ,  ,  ,  14.4p-<18.5p,  ICRS,  ,  1987-04/T00000,  1987-04,  ,  ,  VV 62,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V2289 Cyg,  19 34 44.52,  +51 07 42.4,  12,  3,  4,  3,  2000,  83,  15,  ug,  ,  ,  ,  15.7V-<19.V,  2003-115,  2003-115,  2000-52,  1990-25,  1997-07S,  *,  1H 1933+510,   Cyg2,  ,  ,  ,  Y,  ,  ,  ,  ,  ,  
EY Aql,  19 35 05.62,  +15 01 51.6,  ,  ,  ,  ,  ,  51,  -2,  na:,  ,  1926.7,  ,  10.5p-20.0r,  C00002,  ,  1987-08,  1987-08,  ,  ,  SVS 202,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V905 Cyg,  19 35 25.53,  +30 34 23.7,  ,  ,  ,  ,  ,  65,  4,  ug,  ,  ,  ,  16.5p-<18.1p,  ICRS,  ,  1987-04,  1987-04,  ,  ,  VV 138,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V607 Aql,  19 35 29.03,  +00 42 41.0,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1987-08*,  ,  ,  ,  31.1905/IRC 00445,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
BZ Aql,  19 35 34.84,  -01 44 18.4,  ,  ,  ,  ,  ,  ,  -11,  non-cv,  ,  ,  ,  -,  ,  ,  T00000*,  ,  ,  ,  HV 3799,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
V1141 Aql,  19 38 10.22,  +02 36 01.5,  24,  0,  4,  0,  2000,  41,  -8,  ugsu,  ,  ,  ,  15.0V-19.5V,  2003-115,  2003-115,  2003-23,  1982-03,  2003-15S,  *,  36.1905,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
EM Cyg,  19 38 42.18,  +30 30 28.3,  -0.0028,  0.0033,  -0.0002,  0.0032,  2000,  65,  4,  ugz,  0.290909,  ,  ,  12.5v-14.4v,  2004-105,  2004-105,  1987-20,  1983-12,  1983-12S,  1984-20,  185.1928,  Y,  Y,  ,  ,  Y,  Y,  ,  ,  ,  ,  
V1289 Aql,  19 39 08.38,  +12 16 30.2,  ,  ,  ,  ,  ,  ,  -4,  non-cv:,  ,  ,  ,  13p-<15.5p,  ICRS,  ,  1995-18*,  1904-01,  1995-18S,  ,  67.1903,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
SS Sge,  19 39 22.02,  +16 42 39.8,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1987-08*,  ,  ,  ,  SVS 81,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
HS Sge,  19 39 41.92,  +18 07 53.9,  ,  ,  ,  ,  ,  54,  -2,  na,  ,  1977.02,  ,  7.0p-20.7B,  C00002,  ,  1987-08,  1987-08*,  1977-02X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Sgr,  19 39 52.,  -30 55 45.9,  ,  ,  ,  ,  ,  9,  -23,  cv,  ,  ,  G,  -,  2006-06,  ,  2006-06,  ,  ,  ,  NGC 6809-9,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
