Name	RAJ2000	DEJ2000	Type1	Type2	mag1	Orb.Per	Distance	5%	95%	GCVS-Name	RA(2000)	Dec(2000)	PM-RA	PM-RAerr	PM-Dec	PM-Decerr	Epoch	l	b	Type	Period	Outburst	Cluster	Mag. Range	Coord-Ref.	PM-Ref	Type-Ref.	Chart-Ref.	Spect-Ref.	Period-Ref.	Other-Name	IUE	HST	ARIEL5	HEAO1	HEAO2	EXOSAT	ROSAT	GINGA	ASCA	EUVE
GO Com,  12 56 37.1,  +26 36 44,  DN,  SU,  18.32,  0.065800,  389.55,  50.86,  70.53,  GO Com,  12 56 37.09,  +26 36 43.5,  22,  1,  -8,  3,  2000,  9,  88,  ugsu,  0.0658,  ,  ,  13.1p-20p,  2003-115,  2003-115,  1995-32,  1982-03,  1990-09S,  1995-57,  SVS 382,  ,  ,  ,  ,  ,  ,  Y,  ,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=GO Com
J0922+3307,  09 22 29.3,  +33 07 44,  DN,  SU,  18.60,  0.065700,  825.27,  341.93,  1764.42,  Lyn,  09 22 29.26,  +33 07 43.6,  -0.00462,  0.0039,  0.00557,  0.00389,  2003085,  192,  45,  cv,  ,  ,  ,  18.4s-,  2006-22,  2006-22,  2005-32,  A9999-99,  2005-32S,  ,  SDSS J092229+330743,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0922+3307
YY Sex,  10 39 47.0,  -05 06 58,  NL,  IP,  18.94,  0.065597,  343.39,  45.13,  62.78,  Sex,  10 39 46.99,  -05 06 58.3,  2,  4,  -18,  3,  2000,  253,  45,  dq,  0.065597,  ,  ,  18.5V- ,  2003-115,  2003-115,  2003-04,  A9999-99,  1998-12S:,  2003-04,  RX J1039.7-0507,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=YY Sex
DI Phe,  23 54 20.4,  -47 00 20,  DN,    ,  19.49,  0.065550,  799.30,  341.77,  2333.81,  Phe,  23 54 20.46,  -47 00 19.7,  -14,  4,  24,  16,  2000,  329,  -67,  ug,  0.06554,  ,  ,  18.9V-,  2003-115,  2003-115,  2004-58,  2004-58,  2004-58S,  2004-58,  CTCV J2354-4700,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=DI Phe
PW Aqr,  20 50 17.8,  -05 36 27,  NL,  AM,   nan,  0.065425,  nan,  nan,  nan,  Aqr,  20 50 17.84,  -05 36 26.8,  -0.00865,  0.0039,  0.00686,  0.00389,  2000738,  42,  -29,  nl,  0.0958,  ,  ,  17.8V-19.6V,  2006-22,  2006-22,  2003-22,  A9999-99,  2003-22S,  2004-10,  SDSS J205017-053627,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=PW Aqr
DM Lyr,  18 58 44.4,  +30 15 33,  DN,  SU,  18.43,  0.065409,  669.91,  77.45,  98.50,  DM Lyr,  18 58 44.44,  +30 15 33.2,  ,  ,  ,  ,  ,  61,  11,  ugsu,  0.065409,  ,  ,  13.6p-18p,  ICRS,  ,  1996-48,  1930-01,  2003-05S,  2003-05,  250.1929,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=DM Lyr
AO Oct,  21 05 08.2,  -75 21 02,  DN,  SU,  20.58,  0.065350,  3583.89,  2349.25,  4826.18,  AO Oct,  21 05 08.19,  -75 21 02.5,  ,  ,  ,  ,  ,  318,  -34,  ugsu,  0.06535,  ,  ,  15.3V-21V,  ICRS,  ,  2004-10,  1982-03,  2003-15S,  2004-10,  S 7103,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AO Oct
J0746+1734,  07 46 40.6,  +17 34 13,  DN,  SU,  20.19,  0.065300,  3262.50,  2281.61,  4660.95,  Gem,  07 46 40.62,  +17 34 12.8,  -9,  0.0055,  -2,  0.0055,  2004128,  203,  20,  ug,  ,  ,  ,  18.2g-21.4g,  2006-05,  2006-22,  2006-05,  A9999-99,  2006-05S,  ,  SDSS J074640+173412,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0746+1734
AK Cnc,  08 55 21.2,  +11 18 15,  DN,  SU,  18.24,  0.065100,  626.29,  106.59,  146.37,  AK Cnc,  08 55 21.19,  +11 18 15.5,  -24,  5,  0.06,  5,  2000,  217,  32,  ugsu,  0.0651,  ,  ,  12.8V-18.9V,  2003-115,  2003-115,  1994-38,  1982-03,  1992-01S,  1998-58,  77.1933,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AK Cnc
V1195 Oph,  17 00 21.7,  -20 53 34,  DN,  SU,  20.01,  0.065000,  2356.41,  1700.73,  4821.68,  V1195 Oph,  17 00 21.68,  -20 53 33.8,  ,  ,  ,  ,  ,  1,  13,  ugsu,  ,  ,  ,  16.3p-<20.1p,  ICRS,  ,  1999-33,  1999-46*,  ,  ,  Plaut 2-71,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1195 Oph
AQ CMi,  07 14 34.8,  +08 48 06,  DN,  SU,  18.68,  0.064900,  729.38,  182.18,  358.47,  AQ CMi,  07 14 34.82,  +08 48 5.4,  ,  ,  ,  ,  ,  208,  9,  ugsu,  ,  ,  ,  14.4V-18.3V,  ICRS,  ,  1997-29,  1965-02,  1997-07X:,  *,  14.1934,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AQ CMi
CT Hya,  08 51 07.4,  +03 08 34,  DN,  SU,  18.55,  0.064900,  816.33,  208.55,  542.48,  CT Hya,  08 51 07.39,  +03 08 34.3,  -0.00204,  0.0039,  0.00562,  0.00389,  2001137,  225,  27,  ugsu,  ,  ,  ,  14.0V-19.9V,  2006-22,  2006-22,  1996-37,  1982-03,  ,  *,  114.1936,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CT Hya
UV Per,  02 10 08.3,  +57 11 21,  DN,  SU,  17.93,  0.064900,  252.03,  13.09,  15.61,  UV Per,  02 10 08.32,  +57 11 21.2,  0.0434,  5,  0.0321,  5,  2000,  133,  -4,  ugsu,  0.0649,  ,  ,  11.7V-17.9V,  2004-106,  2004-106,  1995-41,  1987-04,  1985-07S,  1997-38,  87.1911,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=UV Per
J1538+5123,  15 38 17.4,  +51 23 38,  DN,    ,  18.31,  0.064660,  652.50,  95.19,  149.82,  Boo,  15 38 17.34,  +51 23 38.0,  0.01306,  0.0039,  -0.00389,  0.00389,  2001389,  82,  50,  cv/ug,  ,  ,  ,  18.6s-,  2006-22,  2006-22,  2004-45,  A9999-99,  2004-45S,  *,  SDSS J153817+512338,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1538+5123
EQ Cet,  01 28 52.5,  -23 39 43,  NL,  AM,  17.34,  0.064455,  285.98,  13.86,  15.56,  EQ Cet,  01 28 52.52,  -23 39 43.8,  0.0394,  0.0039,  -0.0385,  0.0047,  1991.25,  193,  -81,  am,  0.064455,  ,  ,  17.5V-18.9V,  2004-109,  2004-109,  2000-29,  1999-87,  1999-87S,  2002-102,  1RXS J012852-233931,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=EQ Cet
V632 Cyg,  21 36 04.2,  +40 26 19,  DN,  SU,  17.20,  0.063770,  515.59,  29.66,  31.21,  V632 Cyg,  21 36 04.21,  +40 26 19.5,  0.0071,  5,  0.0005,  5,  2000,  88,  -8,  cv/UGSS,  ,  ,  ,  12.6p-17.5p,  2004-106,  2004-106,  1996-21/T00000,  1957-01,  1999-08S,  ,  S 4558,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V632 Cyg
V476 Peg,  21 54 33.7,  +35 50 17,  DN,  SU,  16.90,  0.063700,  657.15,  42.81,  50.15,  Peg,  21 54 33.66,  +35 50 17.4,  ,  ,  ,  ,  ,  87,  -14,  ugsu:,  ,  ,  ,  14.0p-<18.1p,  2004-73,  ,  2004-73,  2004-73,  ,  *,  Antipin V79,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V476 Peg
ER UMa,  09 47 11.8,  +51 54 09,  DN,  SU,  14.49,  0.063660,  374.16,  10.67,  11.18,  ER UMa,  09 47 11.93,  +51 54 09.0,  0.03146,  0.0039,  -0.00382,  0.00389,  2002022,  164,  48,  ugsu,  0.06366,  ,  ,  12.8V-15.8V,  2006-22,  2006-22,  1995-35,  1986-06,  1994-07S,  1997-54,  UMa1,   PG 0943+521,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=ER UMa
J0039+0054,  00 39 41.1,  +00 54 28,  DN,    ,  20.89,  0.063469,  -0.75,  0.01,  0.01,  Cet,  00 39 41.07,  +00 54 27.7,  0.00677,  0.0039,  -0.0251,  0.00389,  2002677,  117,  -62,  cv,  ,  ,  ,  20.6s-,  2006-22,  2006-22,  2005-32,  A9999-99,  2005-32S,  ,  SDSS J003941+005427,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J0039+0054
V453 Nor,  16 00 47.5,  -48 46 05,  DN,  SU,  16.08,  0.063380,  288.97,  7.47,  7.34,  Nor,  16 00 47.43,  -48 46 07.6,  ,  ,  ,  ,  ,  332,  3,  ugwz,  ,  ,  ,  12.6V-,  2005-53,  ,  2006-07,  A9999-99,  ,  *,  ASAS 160048-4846.2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V453 Nor
QZ Lib,  15 36 16.0,  -08 39 07,  DN,  SU,  18.88,  0.063300,  190.20,  17.90,  22.28,  Lib,  15 36 16.00,  -08 39 07.6,  48,  5,  -72,  5,  2000,  357,  39,  ugsu,  ,  ,  ,  11.5V-<15.4V,  2003-115,  2003-115,  2004-14,  2004-03,  2004-14X,  *,  ASAS 153616-0839.1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=QZ Lib
CG CMa,  07 04 05.2,  -23 45 34,  DN,  SU,  16.26,  0.063275,  5624.34,  1744.30,  3283.37,  CG CMa,  07 04 05.23,  -23 45 34.3,  ,  ,  ,  ,  ,  236,  -8,  ugsu,  ,  ,  ,  13.7p-<20p,  1999-15,  ,  1999-15,  1999-15*,  1999-15X,  *,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CG CMa
OY Car,  10 06 22.4,  -70 14 05,  DN,  SU,  15.62,  0.063121,  90.80,  0.43,  0.42,  OY Car,  10 06 22.10,  -70 14 04.7,  -0.0381,  0.0113,  0.0113,  0.0112,  1998184,  290,  -11,  ugsu,  0.063121,  ,  ,  12.4v-17.3v,  2000-108,  2000-108,  1987-20,  1982-03,  1981-10S,  1999-100,  S 6302,  Y,  Y,  ,  ,  ,  Y,  Y,  ,  Y,  Y,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=OY Car
J1125-0016,  11 25 55.7,  -00 16 38,  DN,    ,  19.66,  0.063100,  1180.49,  700.50,  4165.01,  Leo,  11 25 55.72,  -00 16 38.6,  0.00453,  0.0039,  -0.01536,  0.00389,  1999216,  263,  56,  ug,  0.0631,  ,  ,  19.6b-,  2006-22,  2006-22,  2002-01,  2004-77*,  2002-01S,  2002-01,  2QZ J112555.7-001639,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1125-0016
V1227 Her,  16 53 59.1,  +20 10 10,  DN,  SU,  18.08,  0.063100,  973.59,  210.64,  360.07,  Her,  16 53 59.06,  +20 10 10.4,  3,  0.00253,  -17,  0.00253,  2003474,  40,  35,  ugsu,  ,  ,  ,  14.8V-17.5g,  2006-05,  2006-22,  2006-05,  A9999-99,  2006-05S,  ,  SDSS J165359+201010,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1227 Her
VY Aqr,  21 12 09.2,  -08 49 37,  DN,  SU,  16.86,  0.063090,  138.47,  4.10,  4.51,  VY Aqr,  21 12 09.26,  -08 49 37.1,  0.0403,  5,  -47,  5,  2000,  42,  -35,  ugwz,  0.06309,  ,  ,  8.0B-17.5B,  1987-28,  1987-28,  1987-08,  1982-03,  1992-01S,  1997-38,  Ross 88,  Y,  Y,  ,  ,  ,  Y,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VY Aqr
J1227+5139,  12 27 40.8,  +51 39 25,  DN,  SU,  18.79,  0.062950,  371.46,  41.86,  54.22,  CVn,  12 27 40.83,  +51 39 25.0,  23,  0.00309,  -0.01,  0.00309,  2001968,  132,  65,  cv,  ,  ,  ,  19.1g-,  2006-05,  2006-22,  2006-05,  A9999-99,  2006-05S,  ,  SDSS J122740+513925,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1227+5139
TV Crv,  12 20 24.2,  -18 27 02,  DN,  SU,  18.68,  0.062900,  337.60,  48.96,  67.90,  TV Crv,  12 20 24.17,  -18 27 01.9,  -18,  1,  2,  1,  2000,  293,  44,  ugsu,  0.0629,  ,  ,  12.5V-19.V,  2003-115,  2003-115,  1994-15,  1990-21,  1994-15S,  2003-07,  Crv1,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=TV Crv
V5662 Sgr,  20 05 51.2,  -29 34 58,  DN,    ,  17.97,  0.062890,  169.06,  8.19,  9.10,  Sgr,  20 05 51.12,  -29 34 59.9,  -38,  2,  -52,  6,  2000,  12,  -28,  ug,  ,  ,  ,  15.9V-,  2003-115,  2003-115,  2004-58,  2004-58,  2004-58S,  *,  CTCV J2005-2934,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V5662 Sgr
EK TrA,  15 14 01.0,  -65 05 35,  DN,  SU,  18.44,  0.062880,  4507.59,  2033.27,  3956.30,  EK TrA,  15 14 00.9,  -65 05 35.,  ,  ,  ,  ,  ,  317,  -6,  ugsu,  0.06288,  ,  ,  12.0V-<17V,  ICRS*,  ,  1987-20,  1982-03*,  1998-03S,  1998-64,  S 5005,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=EK TrA
HO Del,  20 36 55.5,  +14 03 09,  DN,  SU,  18.21,  0.062700,  528.15,  85.36,  135.29,  HO Del,  20 36 55.51,  +14 03 09.3,  ,  ,  ,  ,  ,  58,  -16,  ugsu,  0.0627,  ,  ,  13.6p-<17.2p,  ICRS,  ,  1994-39,  1991-15,  1998-03S,  2003-81,  S 10066,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=HO Del
J1745-2905,  17 45 32.7,  -29 05 52,  NL,  AM,  15.12,  0.062611,  1776.73,  212.70,  284.03,  Sgr,  17 45 32.7,  -29 05 52.,  ,  ,  ,  ,  ,  0,  0,  am,  0.062611,  ,  ,  -,  2003-83,  ,  2003-83*,  2003-83*,  ,  2003-83,  CXOGC J174532-290552,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1745-2905
BC UMa,  11 52 15.9,  +49 14 42,  DN,  SU,  18.37,  0.062610,  324.78,  27.43,  33.44,  BC UMa,  11 52 15.83,  +49 14 41.9,  -0.02658,  0.0039,  -0.0102,  0.00389,  2002104,  146,  65,  ugsu,  0.06261,  ,  ,  10.9B-18.3B,  2006-22,  2006-22,  2000-37,  1985-04,  1990-09S,  2003-81,  GR 102,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=BC UMa
EU UMa,  11 49 55.7,  +28 45 08,  NL,  AM,  18.86,  0.062600,  345.82,  52.11,  72.76,  EU UMa,  11 49 55.71,  +28 45 07.6,  -14,  1,  -2,  1,  2000,  203,  76,  am,  0.0626,  ,  ,  16.5B-16.8B,  2003-115,  2003-115,  1995-41,  1992-19,  1992-19S,  1995-56,  RE 1149+28,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  Y,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=EU UMa
V347 Pav,  18 44 48.3,  -74 18 34,  NL,  AM,  17.26,  0.062557,  161.91,  3.39,  3.48,  V347 Pav,  18 44 48.12,  -74 18 34.1,  ,  ,  ,  ,  ,  320,  -26,  am,  0.062553,  ,  ,  15.2V-17.6V,  ICRS,  ,  1993-09,  1993-09,  1993-09S,  1996-65,  RE J1844-741,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  Y,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V347 Pav
V436 Cen,  11 14 00.1,  -37 40 49,  DN,  SU,  16.32,  0.062501,  157.27,  2.55,  2.63,  V436 Cen,  11 14 00.12,  -37 40 47.9,  -0.0666,  0.0031,  -0.0055,  1,  1991.25,  282,  21,  ugsu,  0.062501,  ,  ,  11.3V-15.5V,  2004-109,  2004-109,  1987-20,  1982-03,  1982-13S,  1982-13,  1E 1111-3724,  Y,  Y,  ,  ,  Y,  ,  Y,  ,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V436 Cen
V2051 Oph,  17 08 19.1,  -25 48 31,  DN,  SU,  15.37,  0.062428,  112.34,  1.37,  1.44,  V2051 Oph,  17 08 19.09,  -25 48 30.8,  -16,  11,  -0.04,  12,  2000,  358,  8,  ugsu,  0.062428,  ,  ,  13.0v-17.5v,  2003-115,  2003-115,  1997-27,  1982-03,  1983-12S,  2003-109,  ,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V2051 Oph
DP Leo,  11 17 16.0,  +17 57 41,  NL,  AM,  18.63,  0.062363,  315.49,  43.53,  62.36,  DP Leo,  11 17 15.93,  +17 57 42.0,  -24,  4,  8,  3,  2000,  231,  65,  am,  0.062363,  ,  ,  17.5B-19.5B,  2003-115,  2003-115,  1984-15,  1985-08,  1985-08S,  2002-135,  1E 1114+182,  Y,  Y,  ,  Y,  Y,  Y,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=DP Leo
V1159 Ori,  05 28 59.5,  -03 33 53,  DN,  SU,  13.99,  0.062178,  351.26,  8.09,  9.05,  V1159 Ori,  05 28 59.55,  -03 33 52.8,  ,  ,  ,  ,  ,  207,  -20,  ugsu,  0.062178,  ,  ,  11.2V-15.1V,  ICRS,  ,  1995-37,  1992-05,  1992-05S,  1997-54,  NSV 2011,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  Y,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1159 Ori
V402 And,  00 11 07.3,  +30 32 36,  DN,  SU,  20.13,  0.062100,  2262.87,  1623.01,  4550.96,  V402 And,  00 11 07.3,  +30 32 36.,  ,  ,  ,  ,  ,  113,  -32,  ugsu,  ,  ,  ,  15.5p-20.3B,  1998-22,  ,  2000-49,  1998-22,  ,  *,  Antipin V62,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V402 And
V1141 Aql,  19 37 09.8,  +02 36 01,  DN,  SU,  19.18,  0.062020,  677.88,  312.46,  2786.79,  V1141 Aql,  19 37 09.84,  +02 36 01.5,  24,  0,  4,  0,  2000,  41,  -8,  ugsu,  ,  ,  ,  15.0V-19.5V,  2003-115,  2003-115,  2003-23,  1982-03,  2003-15S,  *,  36.1905,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1141 Aql
V611 Her,  16 44 49.4,  +19 59 40,  DN,  SU,  19.85,  0.062000,  2030.88,  1226.06,  4082.64,  V611 Her,  16 44 49.43,  +19 59 40.0,  -0.0063,  0.0039,  0.00493,  0.00389,  2003323,  39,  36,  UG,  ,  ,  ,  15.4p-<16.4p,  2006-22,  2006-22,  T00000,  1968-03*,  ,  ,  S 10312,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V611 Her
CP Tuc,  23 15 19.1,  -59 10 28,  NL,  AM,  19.15,  0.061832,  218.01,  17.57,  21.68,  CP Tuc,  23 15 18.99,  -59 10 28.9,  8,  2,  -0.04,  0,  2000,  324,  -54,  am,  0.061832,  ,  ,  17.1V- ,  2003-115,  2003-115,  1996-16,  1996-16,  1996-16S,  1999-71,  Tuc2,   AX J2315-592,  ,  ,  ,  ,  ,  ,  ,  ,  Y,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CP Tuc
DT Pyx,  09 18 58.5,  -29 42 37,  DN,  SU,  19.01,  0.061650,  361.47,  54.59,  74.04,  Pyx,  09 18 58.50,  -29 42 37.0,  ,  ,  ,  ,  ,  257,  14,  ug,  0.06165,  2005.19,  ,  12.0V-,  2005-27,  ,  2005-28,  A9999-99*,  2005-28X:,  2005-59,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=DT Pyx
J1050-1404,  10 50 11.0,  -14 04 37,  DN,  WZ,   nan,  0.061500,  nan,  nan,  nan,  Hya,  10 50 10.80,  -14 04 36.9,  -0.1961,  0.0055,  -17,  0.0055,  2000,  264,  39,  ugwz:,  ,  ,  ,  17.6V-,  2003-114,  2003-114,  2001-55,  2001-55,  2001-55S,  *,  RXS J105010-140431,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1050-1404
V4140 Sgr,  19 58 49.7,  -38 56 12,  DN,  SU,  17.72,  0.061430,  623.51,  93.07,  122.10,  V4140 Sgr,  19 58 49.68,  -38 56 12.4,  -0.0213,  0.0113,  0.0038,  0.0116,  1991.25,  1,  -29,  ugsu,  0.06143,  ,  ,  17.5V-19.0V,  2004-109,  2004-109,  2004-64,  1987-16,  1988-02S,  2003-109,  NSV 12615,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V4140 Sgr
J1025-1542,  10 25 22.0,  -15 42 24,  DN,  SU,  19.36,  0.061360,  276.10,  52.93,  95.70,  Hya,  10 25 22.,  -15 42 24.,  ,  ,  ,  ,  ,  259,  34,  ug:,  ,  ,  ,  12.2V-,  2006-25,  ,  2006-25,  A9999-99*,  ,  ,  ASAS 102522-1542.4,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J1025-1542
CP Pup,  08 11 46.0,  -35 21 06,  Na,  SH,  15.06,  0.061264,  813.44,  21.80,  23.95,  CP Pup,  08 11 46.06,  -35 21 05.0,  -0.0051,  0.0048,  0.0035,  0.0047,  2000,  253,  -1,  na,  0.06143,  1942.86,  ,  0.5v-15.2B,  2004-105,  2004-105,  1987-08,  1987-08,  1982-15S,  1989-23,  He 3-130,  Y,  Y,  ,  ,  Y,  Y,  ,  ,  Y,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=CP Pup
XZ Eri,  04 11 25.8,  -15 23 24,  DN,  SU,  19.25,  0.061159,  348.00,  51.18,  73.93,  XZ Eri,  04 11 25.78,  -15 23 23.6,  ,  ,  ,  ,  ,  209,  -42,  ug/ugsu,  0.061159,  ,  ,  14.6p-18.7p,  ICRS,  ,  1982-03/2001-79,  1982-03,  1992-01S,  2004-79,  HV 6276,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=XZ Eri
AQ Eri,  05 06 13.0,  -04 08 07,  DN,  SU,  17.21,  0.060940,  379.58,  25.96,  29.57,  AQ Eri,  05 06 13.08,  -04 08 07.9,  -0.0004,  5,  -37,  5,  2000,  204,  -25,  ugsu,  0.06094,  ,  ,  12.5v-17.5V,  1987-28,  1987-28,  1995-41,  1982-03,  1987-05S,  1996-73,  431.1934,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=AQ Eri
UZ Boo,  14 44 01.3,  +22 00 56,  DN,  SU,  19.99,  0.060900,  316.11,  82.85,  179.71,  UZ Boo,  14 44 01.21,  +22 00 54.8,  -0.00238,  0.0039,  -0.01269,  0.00389,  2004448,  28,  63,  ugwz,  ,  ,  ,  11.5v-20.4V,  2006-22,  2006-22,  1991-23,  1982-03,  ,  *,  HV 10426,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=UZ Boo
V1028 Cyg,  20 00 56.6,  +56 56 37,  DN,  SU,  18.89,  0.060600,  622.38,  115.23,  185.94,  V1028 Cyg,  20 00 56.43,  +56 56 37.3,  -12,  4,  -4,  3,  2000,  91,  13,  ugsu,  ,  ,  ,  13.0p-18p,  2003-115,  2003-115,  2000-13,  1987-04,  1992-06S,  *,  S 7854,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=V1028 Cyg
J2048-0610,  20 48 17.9,  -06 10 45,  DN,  SU,  19.78,  0.060597,  837.18,  348.29,  1939.34,  Aqr,  20 48 17.85,  -06 10 44.8,  0.01546,  0.0039,  -0.02267,  0.00389,  2000672,  41,  -29,  cv,  0.0606,  ,  ,  19.4s-,  2006-22,  2006-22,  2003-22,  A9999-99,  2003-22S,  2005-04,  SDSS J204817-061045,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=J2048-0610
FL Cet,  01 55 43.4,  +00 28 07,  NL,  AM,  17.99,  0.060516,  322.71,  22.53,  23.74,  Cet,  01 55 43.44,  +00 28 06.4,  ,  ,  ,  ,  ,  155,  -58,  am/nl,  0.060516,  ,  ,  14.7p-17.6p,  ICRS,  ,  2002-05,  A9999-99*,  ,  2005-03,  SDSSp J015543+002807,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,    ,  http://simbad.u-strasbg.fr/simbad/sim-id?Ident=FL Cet
